x,y
-7.46865403979048,2.996552241206027
-7.453005151698746,3.17552977889447
-7.443515492462311,3.333349524216857
-7.642493664977694,3.354507316582911
-7.640113940410425,3.5334848542713537
-7.443515492462311,3.619709644859565
-7.448386324650246,3.712462391959797
-7.273865309516066,4.0914399296482395
-7.315501896164535,4.270417467336679
-8.068049056037813,4.2493950050251215
-8.084944035175878,4.302688889284366
-8.131558147188873,4.428372542713564
-8.689437845085198,4.607350080402007
-8.726372577889446,4.761006831863669
-7.733331999826861,4.78632761809045
-8.262665439447852,5.165305155778893
-8.270954663824888,5.144282693467332
-8.26252747929308,5.323260231155775
-8.24559138450796,5.502237768844218
-7.735071249528113,5.6812153065326605
-7.252884510531134,5.585192844221104
-7.318553993464947,6.155837048576209
-7.267801120603014,6.423023819441799
-7.438000227590761,6.718147919597985
-8.009229663316582,6.802696253922777
-8.584373581764575,6.897125457286428
-8.650658206030151,6.983612173411099
-8.714618951582736,7.07610299497487
-8.792086748743717,7.225459774381805
-8.806666567700612,6.955080532663314
-8.865279922750716,7.134058070351757
-8.88985648692261,7.113035608040196
-8.886922740061555,7.292013145728639
-8.858297996391165,7.470990683417082
-8.701360237753404,7.649968221105524
-8.017086748743717,7.670638409737947
-8.07487442438911,7.828945758793967
-8.07565820603015,7.956875531824208
-8.02119214075489,8.00792329648241
-8.009229663316582,8.170779723079908
-7.748046193913826,8.18690083417085
-7.617801120603014,8.360329823940916
-7.613646479674415,8.365878371859292
-7.47679183306251,8.544855909547735
-7.476372577889446,8.545409157383949
-7.470494666608502,8.72383344723618
-7.384944035175878,8.73837554311016
-7.4463792321501385,8.90281098492462
-7.443515492462311,8.943169546992364
-7.353080449260616,9.08178852261306
-7.502086949748743,9.158514738416647
-7.437774020154057,9.260766060301505
-7.410658407035175,9.379190181198364
-7.373116549434381,9.439743597989946
-7.269229864321607,9.60059678000401
-7.258031964576312,9.618721135678388
-7.146613571196897,9.797698673366831
-7.12780132160804,9.827131932518428
-7.038433803141563,9.976676211055274
-6.886372778894472,10.060892693689835
-6.83227341149877,10.155653748743712
-6.7449442361809036,10.30519772503475
-6.729334733630963,10.334631286432156
-6.637072523890308,10.5136088241206
-6.603515693467336,10.577663226677393
-6.550691997172674,10.692586361809042
-6.463512504232005,10.871563899497486
-6.462087150753768,10.874522306728304
-6.389000200822068,11.050541437185924
-6.3206586080402,11.198128713985636
-6.308022956083166,11.229518974874368
-6.235376959859665,11.40849651256281
-6.179230065326632,11.534081482262868
-6.1587044340313115,11.587474050251252
-6.089392241580618,11.766451587939695
-6.037801522613065,11.8905898747963
-6.018529077713821,11.945429125628138
-6.0568177173533,12.124406663316575
-5.996372979899496,12.285806949893342
-5.990894645052104,12.30338420100502
-5.937609305764787,12.482361738693465
-5.8788996391732296,12.661339276381906
-5.854944437185929,12.730532615492551
-5.8246778105104005,12.840316814070349
-5.772471563185393,13.019294351758788
-5.71351589447236,13.19713995727922
-5.713218289260925,13.19827188944723
-5.666940144691291,13.377249427135672
