,Feature,Correlation,P-value
60,CTF1,-0.33554092969199834,0.20390089517171983
199,SDC1,-0.34437095415757724,0.1915071140717468
145,IL33,-0.3473142956461035,0.18748776319768082
12,CCL11,-0.35614432011168246,0.17576305760495212
67,CXCL11,-0.37233269829857707,0.15555146225860209
178,MMP1,-0.37821938127562965,0.14860761980256862
89,FURIN,-0.38410606425268223,0.14187692227551849
24,CCL24,-0.4017661131838401,0.12294010274855478
185,NAMPT,-0.40765279616089267,0.11703771694686249
90,GDF15,-0.40765279616089267,0.11703771694686249
107,IFNW1,-0.4282561865805768,0.09793768314226035
11,CCL1,-0.4518029184887872,0.0789437820134384
114,IL12RB1,-0.469462967419945,0.06655736089227092
40,CD4,-0.4930096993281554,0.05233195121825788
148,IL36B,-0.6239883955675758,0.009785669446717977
