"logFC","AveExpr","t","P.Value","adj.P.Val","B","logP","tag","Gene"
1.17877142526437,13.38857302245,2.92363320273335,0.00926717945982278,0.799929984948815,-4.40750700567647,0.0969480236093768,"NR -vs- CR","CHI3L1"
-2.06882816185188,16.0552702290901,-2.86092431855182,0.0105971835251066,0.799929984948815,-4.41411274725407,0.0969480236093768,"NR -vs- CR","IRAK4"
1.31022422406381,13.7490264940979,2.53722607539524,0.0209444604387687,0.799929984948815,-4.44866167496564,0.0969480236093768,"NR -vs- CR","IL6"
2.59495893443422,12.3003799244272,2.39172757523247,0.0282399224706028,0.799929984948815,-4.46430388706282,0.0969480236093768,"NR -vs- CR","CXCL12"
0.780601816713123,12.9142573659233,2.36852932781707,0.0296033733868802,0.799929984948815,-4.46679634057197,0.0969480236093768,"NR -vs- CR","CCL3"
-0.795555905817688,12.9377454507868,-2.2297511530808,0.0391268729598732,0.799929984948815,-4.48166540169951,0.0969480236093768,"NR -vs- CR","CSF3"
0.68835365353037,13.436880657597,2.18881226484243,0.0424359051383532,0.799929984948815,-4.48603061590212,0.0969480236093768,"NR -vs- CR","IL2RA"
0.948711282059719,13.1819945797224,2.05501848521711,0.0551206695940347,0.799929984948815,-4.50019067889579,0.0969480236093768,"NR -vs- CR","SDC1"
1.0744482546542,12.6870148664606,1.96849591411352,0.0650620740415859,0.799929984948815,-4.50923312233917,0.0969480236093768,"NR -vs- CR","IL27"
-1.07977925332679,14.1214038953429,-1.96595439331986,0.0653770317468829,0.799929984948815,-4.5094970776695,0.0969480236093768,"NR -vs- CR","IKBKG"
0.823393212758342,13.2117277405636,1.94854707045282,0.0675711910848742,0.799929984948815,-4.51130218630453,0.0969480236093768,"NR -vs- CR","CSF2RB"
0.646035823771983,12.7212305226169,1.82981725571571,0.0843688707669442,0.799929984948815,-4.52347147104899,0.0969480236093768,"NR -vs- CR","KLRK1"
-0.768934815107496,13.247098055814,-1.8236938440883,0.0853274010297015,0.799929984948815,-4.52409165218194,0.0969480236093768,"NR -vs- CR","IL18"
0.879958469575552,12.7706711139109,1.81784172034362,0.0862523942950208,0.799929984948815,-4.52468361619598,0.0969480236093768,"NR -vs- CR","FASLG"
0.573091340097776,13.2201742431975,1.80088181169606,0.0889829843256688,0.799929984948815,-4.52639501022972,0.0969480236093768,"NR -vs- CR","IL18BP"
0.514826411247725,13.0427550411122,1.76595213740693,0.0948460615238119,0.799929984948815,-4.52989950974252,0.0969480236093768,"NR -vs- CR","CCL21"
0.759405540207638,11.2519443127418,1.75796952687574,0.0962323045455862,0.799929984948815,-4.53069645497289,0.0969480236093768,"NR -vs- CR","BST2"
0.413669032650937,13.276982770946,1.74644165707129,0.0982652936824118,0.799929984948815,-4.53184466617533,0.0969480236093768,"NR -vs- CR","IL10RB"
-1.46416459971932,12.7908388870925,-1.72881258946755,0.101446333285897,0.799929984948815,-4.53359433340148,0.0969480236093768,"NR -vs- CR","CXCL2"
-3.64629190543887,10.739078787556,-1.69921551105707,0.106987413358275,0.799929984948815,-4.53651428890878,0.0969480236093768,"NR -vs- CR","CCL5"
0.719331807558614,13.4211597630424,1.68591338007209,0.109561554353118,0.799929984948815,-4.53781924809494,0.0969480236093768,"NR -vs- CR","C1QA"
0.814519445862123,13.1486020840773,1.67968495779673,0.11078502093051,0.799929984948815,-4.53842865045974,0.0969480236093768,"NR -vs- CR","CSF3R"
0.518159828504583,13.0116032334119,1.65961097577542,0.114808289374193,0.799929984948815,-4.54038557901198,0.0969480236093768,"NR -vs- CR","CD80"
0.471295684768442,12.6051162013095,1.65686825153285,0.115367583676188,0.799929984948815,-4.54065209546456,0.0969480236093768,"NR -vs- CR","GZMA"
-0.820415128501352,13.9331489688342,-1.65653023135943,0.115436673448369,0.799929984948815,-4.54068492713661,0.0969480236093768,"NR -vs- CR","CALCA"
-0.741185957893666,12.8402290844535,-1.61346633499985,0.124532389155275,0.799929984948815,-4.54484111303682,0.0969480236093768,"NR -vs- CR","CCL28"
0.910485017275526,13.4180631132832,1.6084968573852,0.125620157081033,0.799929984948815,-4.54531725334605,0.0969480236093768,"NR -vs- CR","CCL8"
0.487653851751503,12.926355343912,1.60030232478168,0.127431429719149,0.799929984948815,-4.54610078370177,0.0969480236093768,"NR -vs- CR","IL12RB1"
0.492354833432318,12.8455254102261,1.59588184828478,0.12841764511445,0.799929984948815,-4.54652261291837,0.0969480236093768,"NR -vs- CR","ICAM1"
0.521501299734544,13.4330317754633,1.59330448016965,0.128995630920655,0.799929984948815,-4.54676828771211,0.0969480236093768,"NR -vs- CR","IL3RA"
0.627530019327736,12.8612792445788,1.57325055021548,0.133568244320629,0.799929984948815,-4.54867285836818,0.0969480236093768,"NR -vs- CR","IL2RB"
0.638270709547294,12.9804625544962,1.55963902194916,0.136748966970986,0.799929984948815,-4.54995842488652,0.0969480236093768,"NR -vs- CR","TNFRSF1B"
0.529573396112474,12.5785652404671,1.55241062221046,0.138463766281429,0.799929984948815,-4.55063873017281,0.0969480236093768,"NR -vs- CR","IL7R"
-2.28380579944973,11.1157310054985,-1.54211762383909,0.140936631456793,0.799929984948815,-4.55160455595304,0.0969480236093768,"NR -vs- CR","BDNF"
-1.16188879541976,12.3270043174921,-1.53216222550026,0.143363395649585,0.799929984948815,-4.55253541659757,0.0969480236093768,"NR -vs- CR","IL7"
0.602859040503295,13.2043352538715,1.52789521807199,0.144414156884078,0.799929984948815,-4.552933395031,0.0969480236093768,"NR -vs- CR","TNFRSF8"
0.490621807860226,13.3729703604123,1.52584767777459,0.144920642787356,0.799929984948815,-4.55312415202215,0.0969480236093768,"NR -vs- CR","TNF"
-0.444536461153783,12.1404152537536,-1.51066444449126,0.148722732273786,0.799929984948815,-4.55453430203633,0.0969480236093768,"NR -vs- CR","TNFSF10"
0.340607588481257,11.7523777250706,1.50474761604611,0.150226646274851,0.799929984948815,-4.55508171966443,0.0969480236093768,"NR -vs- CR","NGF"
0.485603210409879,13.2335861251121,1.49720274150463,0.152162635339366,0.799929984948815,-4.55577802454333,0.0969480236093768,"NR -vs- CR","TNFSF8"
0.281404110394361,12.7856074603032,1.49288186675227,0.153280626164742,0.799929984948815,-4.55617590790541,0.0969480236093768,"NR -vs- CR","IL4R"
0.284272835999522,13.0141441965963,1.476609268924,0.157552114259693,0.799929984948815,-4.5576685122187,0.0969480236093768,"NR -vs- CR","PDCD1LG2"
0.362860795069146,13.0650027083093,1.4571967340373,0.16277557110255,0.799929984948815,-4.55943685650711,0.0969480236093768,"NR -vs- CR","IL17RA"
0.514336571650194,13.5346877256281,1.453100386319,0.163895762536369,0.799929984948815,-4.55980827185938,0.0969480236093768,"NR -vs- CR","CD27"
0.488627879197237,12.8396092765817,1.45099910883556,0.164472826304565,0.799929984948815,-4.55999855773542,0.0969480236093768,"NR -vs- CR","GRN"
-1.00768132435829,12.6196784921303,-1.41975558814045,0.173250800414926,0.799929984948815,-4.56280867301456,0.0969480236093768,"NR -vs- CR","PDGFA"
0.504484155214833,13.2436764663465,1.40554549039113,0.177367328449059,0.799929984948815,-4.56407463414833,0.0969480236093768,"NR -vs- CR","TNFRSF13B"
